Reaction,ReactionName,Flux
PLIPA1A180pp,"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",0
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",0
CAt6pp,"Calcium / sodium antiporter (1:1)",-1000
ACOAD3f,"Acyl-CoA dehydrogenase (octanoyl-CoA)",0
ACOAD2f,"Acyl-CoA dehydrogenase (hexanoyl-CoA)",0
ACOAD4f,"Acyl-CoA dehydrogenase (decanoyl-CoA)",0
ACOAD6f,"Acyl-CoA dehydrogenase (tetradecanoyl-CoA)",0
NADH16pp,"NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)",15.4893413173652
NADH18pp,"NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)",0
EX_tartr__D_e,"D-tartrate exchange",0
GLYBt2pp,"Glycine betaine transport via proton symport (periplasm)",0
GALCTNt2pp,"D-galactonate transport via proton symport (periplasm)",0
GALCTNLtex,"L-galactonate transport via diffusion (extracellular to periplasm)",0
EX_galctn__L_e,"L-Galactonate exchange",0
DSERt2pp,"D-serine transport in via proton symport (periplasm)",0
EX_hom__L_e,"L-Homoserine exchange",0
ALAt4pp,"L-alanine transport in via sodium symport (periplasm)",0
LYSt3pp,"L-lysine transport out via proton antiport (cytoplasm to periplasm)",0
KDUI,"5-keto-4-deoxyuronate isomerase",0
EX_tungs_e,"Tungstate exchange",0
CA2t3pp,"Calcium (Ca+2) transport out via proton antiport (periplasm)",1000
CTBTCAL2,"Crotonobetaine-CoA Ligase",0
OBTFL,"2-Oxobutanoate formate lyase",0
NADH17pp,"NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)",0
FA161ACPHi,"Fatty-acyl-ACP hydrolase",0
BGLA1,"6-phospho-beta-glucosidase",0
FA141ACPHi,"Fatty-acyl-ACP hydrolase",0
THRt2pp,"L-threonine efflux transport via proton antiport (periplasm)",0
ARGt3pp,"L-arginine transport out via proton antiport (cytoplasm to periplasm)",0
FA160ACPHi,"Fatty-acyl-ACP hydrolase",0
MALDtex,"D-Malate transport via diffusion (extracellular to periplasm)",0
OROTtex,"Orotate transport via diffusion (extracellular to periplasm)",0
EX_crn__D_e,"D-carnitine exchange",0
GDPMNP,"GDP-mannose phyrophosphatase",0
OPHHX3,"2-Octaprenylphenol hydroxylase (anaerobic)",0
AMMQLT8,"S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)",0
FA120ACPHi,"Fatty-acyl-ACP hydrolase",0
FA80ACPHi,"Fatty-acyl-ACP hydrolase",0
FA140ACPHi,"Fatty-acyl-ACP hydrolase",0
PPAt4pp,"Na+/Propionate symporter (periplasm)",0
OROTt2_2pp,"Orotate transport via proton symport (2 H) (periplasm)",0
MALDt2_2pp,"D-Malate transport via proton symport (2 H) (periplasm)",0
FA100ACPHi,"Fatty-acyl-ACP hydrolase",0
CRNDCAL2,"D-Carnitine-CoA Ligase",0
5DGLCNtex,"5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)",0
EX_LalaDgluMdapDala_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange",0
EX_5dglcn_e,"5-Dehydro-D-gluconate exchange",0
DTARTD,"D(-)-tartrate dehydratase",0
CRNCAL2,"Carnitine-CoA Ligase",0
CHLt2pp,"Choline transport via proton symport (periplasm)",0
GLYt4pp,"Glycine transport in via sodium symport (periplasm)",0
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",0
PLIPA2E180pp,"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",0
EX_LalaDgluMdap_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange",0
EX_psclys_e,"Psicoselysine exchange",0
TUNGStex,"Tungstate transport via diffusion (extracellular to periplasm)",0
PLIPA2G120pp,"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",0
PLIPA2G180pp,"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",0
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",0
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",0
LYSt2pp,"L-lysine transport in via proton symport (periplasm)",0
COBALT2tpp,"Cobalt transport in via permease (no H+)",0
OXCDC,"Oxalyl-CoA decarboxylase",0
LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",0
LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",0
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",0
LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",0
GLYt2pp,"Glycine transport in via proton symport (periplasm)",0
ALAt2pp,"L-alanine transport in via proton symport (periplasm)",0
EX_anhgm_e,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange",0
BALAt2pp,"Beta-alanine transport in via proton symport (periplasm)",0
DALAt2pp,"D-alanine transport in via proton symport (periplasm)",0
FE2tpp,"Iron (+2) transport in via permease (no H+)",0
LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",0
DM_aacald_c,"Sink needed to allow aminoacetaldehyde to leave system",0
UM3PL,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase",0
MN2tpp,"Manganese transport in via permease (no H+)",0
MG2tpp,"Magnesium (+2) transport in via diffusion",0
5MTRtex,"5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)",0
NI2t3pp,"Nickle (Ni+2) transport out via proton antiport (periplasm)",0
PPAtex,"Propionate transport via diffusion",0
GALCTNLt2pp,"L-galactonate transport via proton symport (periplasm)",0
GALCTLO,"L-galactonate oxidoreductase",0
THYMt3pp,"Thymine transport out via proton antiport (periplasm)",0
CLt3_2pp,"Chloride transport out via proton antiport (2:1) (periplasm)",0
EX_ppal_e,"Propanal exchange",0
POR5,"Pyruvate synthase",0.294610778443143
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",0
CTECOAI8,"3-cis-2-trans-enoyl-CoA isomerase",0
CTECOAI6,"3-cis-2-trans-enoyl-CoA isomerase",0
MTHTHFSs,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",0
SELGTHR,"Selenate glutathione reductase",0
SELGTHR3,"Selenate glutathione reductase III",0
EX_slnt_e,"Selenite exchange",0
MALCOAMT,"Malonyl-CoA methyltransferase",0
PSCLYStex,"Psicoselysine transporter via diffusion (extracellular)",0
THYMtex,"Thymine transport via diffusion (extracellular to periplasm)",0
CU2tpp,"Copper transport in via permease (no H+)",0
FE2t3pp,"Iron (Fe+2) transport out via proton antiport (periplasm)",0
MN2t3pp,"Manganese (Mn+2) transport out via proton antiport (periplasm)",0
MG2t3_2pp,"Magnesium (Mg+2) transport in/out via proton antiport (periplasm)",0
CD2tpp,"Cadmium (+2) transport in via permease (no H+)",0
ETHAt2pp,"Ethanolamine transport in via proton symport",0
FE3abcpp,"Iron (III) transport via ABC system (periplasm to cytoplasm)",0
THRA,"Threonine aldolase",0
OGMEACPS,"3-Oxo-glutaryl-[ACP] methyl ester synthase",0
OGMEACPR,"3-Oxo-glutaryl-[ACP] methyl ester reductase",0
OPMEACPS,"3-Oxo-pimeloyl-[ACP] methyl ester synthase",0
LIPAabctex,"Lipid A transport via ABC system (periplasm to extracellular)",0
DGUNC,"Diguanylate cyclase",0
XYLK2,"L-xylulokinase",0
GLDBRAN2,"Glycogen debranching enzyme (bglycogen -> glycogen)",0
LALADGLUtex,"L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)",0
S2FE2SR,"SUF [2Fe-2S] regeneration",0
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",0
ACACT8r,"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",0
LALALGLUtpp,"L-alanyl-L-glutamate transport in via proton symport (periplasm)",0
CTECOAI7,"3-cis-2-trans-enoyl-CoA isomerase",0
CLIPAabctex,"Cold lipid A transport via ABC system (periplasm to extracellular)",0
3AMACHYD,"3-aminoacrylate hydrolase",0
K2L4Aabctex,"KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)",0
FDH4pp,"Formate dehydrogenase (quinone-8) (periplasm)",0
FDH5pp,"Formate Dehydrogenase (menaquinone-8) (periplasm)",0
ACPPAT140,"Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)",0
APG3PAT140,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)",0
LDGUNPD,"Linear diguanylate phosphodiesterase",0
MPTAT,"Molybdopterin adenylyltransferase",0
APG3PAT141,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:1)",0
MOADSUx,"MoaD sulfuration (nadh, assumed)",0
3HPPtex,"3-hydroxypropionate transport via diffusion (extracellular to periplasm)",0
CMtpp,"Chloramphenicol transport via TolC system",0
FUSAtpp,"Fusidic acid transport via TolC system",0
APG3PAT181,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)",0
APH140,"Acylphosphatase (C14:0)",0
APH160,"Acylphosphatase (C16:0)",0
OPMEACPD,"3-Oxo-pimeloyl-[ACP] methyl ester dehydratase",0
EPMEACPR,"Enoylpimeloyl-[ACP] methyl ester reductase",0
RFAMPtex,"Rifampin transport via diffusion (extracellular to periplasm)",0
MINCYCtex,"Minocycline transport via diffusion (extracellular to periplasm)",0
AOXSr2,"8-amino-7-oxononanoate synthase",0
MINCYCtpp,"Minocycline transport via TolC system",0
MEOHtrpp,"Methanol reversible transport via diffusion (periplasm)",0
EX_LalaDglu_e,"L-alanine-D-glutamate exchange",0
SCYSDS,"SUF Cysteine desulfuration",0
DOXRBCNtex,"Doxorubicin transport via diffusion (extracellular to periplasm)",0
DOXRBCNtpp,"Doxorubicin transport via TolC system",0
S2FE2SS,"SUF [2Fe-2S] Synthesis",0
S4FE4SR,"SUF [4Fe-4S] Reduction",0
CCGS,"7-cyano-7-carbaguanine synthase",0
SELtex,"Selenate transport via diffusion (extracellular to periplasm)",0
SELR,"Selenate reductase",0
OGMEACPD,"3-Oxo-glutaryl-[ACP] methyl ester dehydratase",0
EGMEACPR,"Enoylglutaryl-[ACP] methyl ester reductase",0
OPMEACPR,"3-Oxo-pimeloyl-[ACP] methyl ester reductase",0
PMEACPE,"Pimeloyl-[ACP] methyl ester esterase",0
ETOHtrpp,"Ethanol reversible transport via diffusion (periplasm)",0
ACPPAT141,"Acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)",0
ACPPAT161,"Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)",0
ACPPAT180,"Acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)",0
APG3PAT160,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)",0
APG3PAT161,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)",0
MEOHtex,"Methanol transport via diffusion (extracellular to periplasm)",0
EX_5mtr_e,"5-Methylthio-D-ribose exchange",0
APG3PAT180,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)",0
ICYSDS,"ISC Cysteine desulfuration",0
MECDPDH5,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0
CDGR,"7-cyano-7-deazaguanine reductase",0
RNTR1c2,"Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)",0
RNTR2c2,"Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)",0
I4FE4SR,"ISC [4Fe-4S] Reduction",0
S2FE2ST,"SUF [2Fe-2S] Transfer",0
BMOCOS,"Bis-molybdenum cofactor synthase",0
BWCOS,"Tungsten bispterin cofactor synthase",0
RNTR3c2,"Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)",0
RNTR4c2,"Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)",0.29461077844314
BWCOGDS1,"Tungsten bispterin guanine dinucleotide synthase (single GDP)",0
BWCOGDS2,"Tungsten bispterin guanine dinucleotide synthase",0
FLDR2,"Flavodoxin reductase (NADPH)",0
CDGS,"7-deaza-7-carboxyguanine synthase",0
5MTRtpp,"5-Methylthio-D-ribose transport via proton symport (periplasm)",0
TTRCYCtex,"Tetracycline transport via diffusion (extracellular to periplasm)",0
DHNPTE,"Dihydroneopterin epimerase",0
DHMPTR,"Dihydromonapterin reductase",0
NOVBCNtpp,"Novobiocin transport via TolC system",0
CMtex,"Chloramphenicol transport via diffusion (extracellular to periplasm)",0
TTRCYCtpp,"Tetracycline transport via TolC system",0
LALALGLUtex,"L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm)",0
CBMD,"Carbamate deaminase",0
LALADGLUtpp,"L-alanyl-D-glutamate transport in via proton symport (periplasm)",0
I2FE2SS,"ISC [2Fe-2S] Synthesis",0
I2FE2ST,"ISC [2Fe-2S] Transfer",0
FESR,"Iron-sulfur cluster repair",0
I2FE2SS2,"ISC [2Fe-2S] Synthesis II",0
MSAR,"Malonic semialdehyde reductase",0
I4FE4ST,"ISC [4Fe-4S] Transfer",0
S4FE4ST,"SUF [4Fe-4S] Transfer",0
THFAT,"Tetrahydrofolate aminomethyltransferase",0
FOMETRi,"Aminomethyltransferase",0
SLNTtex,"Selenite transport via diffusion (extracellular to periplasm)",0
S2FE2SS2,"SUF [2Fe-2S] Synthesis II",0
BTS5,"Biotin synthase",0
SELGTHR2,"Selenate glutathione reductase II",0
EX_LalaLglu_e,"L-alanine-L-glutamate exchange",0
GDPTPDP,"Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase",0
LIPOS,"Lipoate synthase",0
COLIPAKpp,"Lipid A core kinase (periplasm)",0
ACPPAT120,"Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)",0
3HPPtpp,"3-hydroxypropionate transport via proton symport (periplasm)",0
MPTSS,"Molybdopterin synthase sulfurylase",0
CPMPS,"Cyclic pyranopterin monophosphate synthase",0
LIPOCT,"Lipoyl(octanoyl) transferase",0
LIPATPT,"Lipoate-ATP adenylate transferase",0
LIPAMPL,"Lipoyl-adenylate protein ligase",0
MMM,"Methylmalonyl-CoA mutase",0
MOGDS,"Molybdopterin guanine dinucleotide synthase",0
CPH4S,"6-carboxy-5,6,7,8-tetrahydropterin synthase",0
WCOS,"Tungsten pterin cofactor synthase",0
RFAMPtpp,"Rifampin transport via TolC system",0
SHCHCS3,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",0
VPAMTr,"Valine-pyruvate aminotransferase",1000
ACOLIPAabctex,"Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)",0
PYK4,"Pyruvate kinase(4)",0
NADPHXD,"NADPHX dehydratase",0
NADHHR,"NADH hydratase",0
ECA4COLIPAabctex,"Enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)",0
EX_ttrcyc_e,"Tetracycline exchange",0
COLIPAPabctex,"Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)",0
NADPHXE,"NADPHX epimerase",0
ALAtpp,"L-alanine export via facilited diffusion",0
CH4tex,"Methane Transport(extracellular via diffusion)",0
EX_mincyc_e,"Minocycline exchange",0
TARTRDtex,"D-tartrate transport via diffusion (extracellular to periplasm)",0
DM_4crsol_c,"Sink needed to allow p-Cresol to leave system",0
BTNt2ipp,"Biotin transport via proton symport (periplasm)",0
URACPAH,"Peroxyureidoacrylate hydrolase",0
BTNtex,"Biotin transport via diffusion (extracellular to periplasm)",0
DHBSZ3FEabcpp,"23dhbsz3 Fe III transport via ABC system periplasm",0
FE3DHBZS3R,"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH",0
DXYLONtpp,"D-xylonate reversible tranposrt (periplasm)",0
DXYLTD,"D-xylonate dehydratase",0
2DDARAA,"2-dehydro-3-deoxy-D-arabinonate Aldolase",0
2DGLCptspp,"2-Deoxy-D-glucose transport via PEP:Pyr PTS (periplasm)",0
2DGULRGx,"2-Dehydro-L-gulonate reductase to gluconate (NADH)",0
2DGULRGy,"2-Dehydro-L-gulonate reductase to gluconate (NADPH)",0
AP4AS,"Ap4A synthetase",0
ARBTptspp,"Arbutin transport via PEP:Pyr PTS (periplasm)",0
ARBTtex,"Arbutin transport via diffusion (extracellular to periplasm)",0
EX_arbt_e,"Arbutin exchange",0
GNP,"Phosphogluconate phosphatase",0
ALLTAMH2,"Allantoate amidinohydrolase",0
UGCIAMH,"Ureidoglycine aminohydrolase",0
DMSOtpp,"Dimethyl sulfoxide transport via diffusion (periplasm)",0
POAACR,"Peroxyaminoacrylate reductase",0
PYDXtex,"Pyridoxal transport via diffusion (extracellular)",0
PYDXtpp,"Pyridoxal import",0
SUCASPtpp,"Succinate:aspartate antiporter (periplasm)",-1000
METGLCUR,"1-O-Methyl-Beta-D-glucuronidase",0
ACOAD1fr,"Acyl-CoA dehydrogenase (butanoyl-CoA)",0
FE3DCITexs,"Dicitrate Fe(III) binding (spontaneous)",0
SUCMALtpp,"Succinate:malate antiporter (periplasm)",0
PYDXNtex,"Pyridoxine transport via diffusion (extracellular)",0
FEENTERES,"Enterochelin Esterase (Fe containing)",0
PYDXNtpp,"Pyridoxine import",0
FEENTERR4,"Fe-enterobactin reduction via nadph",0
ACPPAT160,"Acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)",0
DXYLONtex,"D-xylonate transport via diffusion (extracellular)",0
PYDAMtex,"Pyridoxamine transport via diffusion (extracellular)",0
PYDAMtpp,"Pyridoxamine import",0
PSURItex,"Pseudouridine transport via diffusion (extracellular to periplasm)",0
ALR2x,"Aldose reductase (methylglyoxal) (nadh)",0
OMPHHXy,"2-octaprenyl-6-methoxyphenol hydroxylase (NADPH)",0
CHLt3pp,"Choline transport via proton antiport (periplasm)",0
13PPDH2,"1,3-propanediol dehydrogenase",0
TARTt2_3pp,"D-tartrate transport via proton symport (3 H) (periplasm)",0
SUCTARTtpp,"Succinate:D-tartrate antiporter (periplasm)",0
APCS,"Aminopropylcadaverine synthase",0
CHTBSptspp,"Chitobiose transport via PEP:Pyr PTS (periplasm)",0
GLYBt3pp,"Glycine betaine transport via proton antiport (periplasm)",0
AI2tpp,"Quorum signal AI-2 exporter",0
ACPPAT181,"Acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)",0
Ftpp,"F- efflux transport",0
CHTBStex,"Chitobiose transport via diffusion (extracellular to periplasm)",0
TRPtipp,"L-tryptophan transport out (periplasm)",0
TYRtipp,"L-tyrosine transport out (periplasm)",0
ThDPAT,"ThDP adenylyl transferase",0
APPLDHr,"Aminopropanol dehydrogenase reversible",0
SPMDt3pp,"Spermidine transport out via proton antiport (periplasm)",0
FMNtex,"FMN transport, outer membrane",0
APH141,"Acylphosphatase (C14:1)",0
EX_dxylnt_e,"D-Xylonate exchange",0
PHEtipp,"L-phenylalanine transport out (periplasm)",0
G2PP,"Glycerol-2-phosphate phosphatase",0
MALt3pp,"L-malate transport out via proton antiport (periplasm)",0
CITt3pp,"Citrate transport out via proton antiport (periplasm)",0
APH161,"Acylphosphatase (C16:1)",0
DHNPA2r,"Dihydroneopterin aldolase reversible",0
QUIN2tpp,"Quinate transport (periplasm)",0
GLYC2Pabcpp,"Sn-Glycerol 2-phosphate transport via ABC system (periplasm)",0
CRNDtex,"D-carnitine transport via diffusion (extracellular to periplasm)",0
SHGO,"S-2-hydroxyglutarate oxidase",0
CLBtex,"Cellobiose transport transport via diffusion extracellular to periplasm ",0
ACOXT,"Acetyl-CoA:oxalate CoA-transferase",0
EX_mththf_e,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran exchange",0
2HESR,"2-hydroxyethyldisulfide reductase",0
CHOLID,"7-?-hydroxysteroid dehydrogenase",0
CHOLATEtpp,"Cholate transport via proton antiport",0
NADHXD,"NADHX dehydratase",0
NADPHHR,"NADPH hydratase",0
NADPHHS,"NADPH hydratase",0
NADHHS,"NADH hydratase",0
APH180,"Acylphosphatase (C18:0)",0
NADHXE,"NADHX epimerase",0
SELabcpp,"Selenatenate transport via ABC system (periplasm)",0
PHDA,"Phenylhydantoinase",0
TEO2M,"Tellurite methyltransferase",0
CYSItpp,"Cystine efflux transport",0
PYK2,"Pyruvate kinase(2)",0
PYK3,"Pyruvate kinase(3)",0
APH181,"Acylphosphatase (C18:1)",0
DHPTDNR,"Dihydropteridine reductase",0
DHPTDNRN,"Dihydropteridine reductase (NADH)",0
GTHPi,"Glutathione peridoxase",0
SEPHCHCS,"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase",0
DHNCOAS,"1,4-dihydroxy-2-napthoyl-CoA synthase",0
PCNO,"Propanoyl-CoA:NADP+ 2-oxidoreductase",0
PYK6,"RE2954",0
DHNCOAT,"1,4-dihydroxy-2-napthoyl-CoA thioesterase",0
FADt,"FAD transporter, periplasm",0
PUACGAMtr,"Transport of poly-?-1,6-N-acetyl-D-glucosamine (poly-?-1,6-N-acetyl-D-glucosamine synthase)",0
DC6PDA,"Chito-oligosaccharide mono-deacetylase",0
PIt2rpp,"Phosphate reversible transport via symport (periplasm)",0
FADtex,"FAD transport, outer membrane",0
4HBZt3pp,"4-hydroxybenzoate transport out via antiporter",0
LKDRA,"2-keto-3-deoxy-L-rhamnonate aldolase",0
LEUt2rpp,"L-leucine reversible transport via proton symport (periplasm)",1000
LCTStpp,"Lactose transport via proton symport (periplasm)",0
ILEt3pp,"L-isoleucine transport out via proton antiport (periplasm)",0
METNA,"L-amino acid N-acyltransferase",0
METt3pp,"L-methionine tranport out via proton antiport (periplasm)",0
FESD1s,"Iron-sulfur cluster damage (peroxide, spontaneous)",0
GSNt3pp,"Guanosine transport out via proton antiport (periplasm)",0
CLtipp,"Chloride ion transport in via diffusion (periplasm)",0
5DKGR,"5-keto-D-gluconate 5-reductase",0
XYHDL,"?-D-xyloside xylohydrolase",0
2DGLCtex,"2-Deoxy-D-glucose transport via diffusion (extracellular)",0
E4PP,"Erythrose-4-phosphate phosphatase",0
PUACGAMS,"Poly-?-1,6-N-acetyl-D-glucosamine synthase",0
PItpp,"Phosphate export via facillated diffusion (periplasm)",0
RU5PP,"Ribulose-5-Phosphate Phosphatase",0
EX_doxrbcn_e,"Doxorubicin exchange",0
LEUt3pp,"L-leucine transport out via proton antiport (periplasm)",0
INSt3pp,"Inosine transport out via proton antiport (perisplasm)",0
INDOLEt2rpp,"Indole transport via proton symport, reversible (periplasm)",1000
ILEt2rpp,"L-isoleucine reversible transport via proton symport (periplasm)",0
GLYtpp,"Glycine transport via facillitated diffusion",0
EX_dhps_e,"2,3-Dihydroxypropane-1-sulfonate exchange",0
MOX,"Malate oxidase",0
URATEtex,"Uric acid transport",0
EX_cs1_e,"Cesium ion exchange",0
EX_fusa_e,"Fusidic acid exchange",0
CBL1tonex,"Cob(1)alamin transport via ton system (extermal)",0
CBItonex,"Cobinamide transport via ton system (extermal)",0
ARHGDx,"(R)-alpha-hydroxyglutarate dehydrogenase",0
CPL,"Carbon-phosphorous lyase",0
EX_mepn_e,"Methylphosphonic acid exchange",0
PSURItpp,"Pseudouridine transport via permease",0
CYSTA,"Cysteine transaminase",0
FE3DCITR5,"Ferric-dicitrate reductase via nadph",0
CH4t2pp,"Methane Transport(periplasm)",0
EX_cm_e,"Chloramphenicol exchange",0
4HTHRA,"4-hydroxy-L-threonine aldolase",0
EX_novbcn_e,"Novobiocin exchange",0
I2FE2SR,"ISC [2Fe-2S] regeneration",0
GAPP,"Glyceraldehyde-3-phosphate phosphatase",0
TYRL,"Tyrosine lyase",0
METGLCURt2pp,"1-O-methyl-Beta-D-glucuronate transport via proton symport (periplasm)",0
METGLCURtex,"1-O-methyl-Beta-D-glucuronate via diffusion (extracellular)",0
THZPSN3,"Thiazole phosphate synthesis",0
HPYRP,"3-phosphohydroxypyruvate phosphatase",0
PSURIK,"Pseudouridine kinase",0
FMNt,"FMN transporter, periplasm",0
AI2tex,"Ai2 transport, outer membrane",0
CUt2pp,"Copper transport out via permease (no H+)",0
Ftex,"Fluoride transport via diffusion",0
APG3PAT120,"Acyl-phosphate:glycerol-3-phosphate acyltransferase (C12:0)",0
CYSItex,"L cystine transport via diffusion extracellular to periplasm ",0
SERtpp,"L-serine export via facilitated transport",0
QUINDHyi,"Quinate dehydrogenase (NADP)",0
RHMND,"L-rhamnonate dehydratase",0
3HBZCT,"3-hydroxybenzoyl-CoA thioesterase",0
CXSAMS,"Carboxy-S-adenosyl-L-methionine synthase",0
EX_2dglc_e,"2-Deoxy-D-glucose exchange",0
THRt2rpp,"L-threonine reversible transport via proton symport (periplasm)",0
SERt2rpp,"L-serine reversible transport via proton symport (periplasm)",0
DHGLYH,"Dehydroglycine Hydratase",0
PNSPA,"Purine Nucleoside Phorphoramidase",0
4HTHRK,"4-Hydroxy-L-threonine kinase",0
ACOAD1f,"Acyl-CoA dehydrogenase (butanoyl-CoA)",0
AMPNTAT,"Aminoalkylphosphonate N-acetyltransferase",0
EX_sq_e,"Sulphoquinovose exchange",0
APH120,"Acylphosphatase (C12:0)",0
URATEtpp,"Uric acid transporter",0
CS1tex,"Cesium transport via diffusion",0
ADOCBLtonex,"Adenosylcobalimin transport via ton system (extermal)",0
URAtpp,"Uracil export via facillitated diffusion (periplasm)",0
ASPtpp,"L-aspartate uptake via facillitated diffusion",1000
FUMt1pp,"Fumarate transport via diffusion in (periplasm)",1000
SUCCt1pp,"Succinate transport via diffusion in (periplasm)",-1000
QUINDH,"Quinate dehydrogenase",0
PETNT181pp,"Phosphoethanolamine transferase (c-C16:1)",0
ARMEPNS,"?-D-ribose 1-methylphosphonate 5-triphosphate synthase",0
LCARSyi,"Lacaldehyde reductase (S-propane-1,2-diol forming)",0
MOCDS,"Molybdopterin cytidine dinucleotide synthase",0
RPNTPH,"RPnTP hydrolase",0
PRCPD,"5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",0
FUSAtex,"Fusidic acid transport via diffusion (extracellular to periplasm)",0
MEPNtex,"Methylphosphonic acid transport via diffusion (extracellular to periplasm)",0
UDPGPT,"Undecaprenyl-phosphate glucose phosphotransferase",0
MEPNabcpp,"Methylpshophonic acid abc transporter",0
OMMBLHXy,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (NADPHl)",0
OPHHXy,"2-Octaprenylphenol hydroxylase (NADPH)",0
PROD3,"Proline dehydrogenase (q8)",0
NOVBCNtex,"Novobiocin transport via diffusion (extracellular to periplasm)",0
F1PP,"D-fructose 1-phosphate phosphatase",0
ACP1p,"Acid phosphatase (FMN)",0
EX_4abzglu_e,"4-aminobenzoyl-glutamate exchange",0
EX_rfamp_e,"Rifampin exchange",0
4ABZGLUtex,"P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm)",0
QUIN2tex,"Quinate transport via diffusion (extracellular to periplasm)",0
EX_metglcur_e,"1-O-methyl-Beta-D-glucuronate exchange",0
EX_quin_e,"Quinate exchange",0
MC6PH,"Monoacetylchitobiose-6-phosphate hydrolase",0
FORCT,"Formyl-CoA Transferase",0
SLNTabcpp,"Selenite ABC transporter (periplasm)",0
VALt2rpp,"L-valine reversible transport via proton symport (periplasm)",0
DHPTDCs2,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",0
VALt3pp,"L-valine transport out via proton antiport (periplasm)",0
MN2tipp,"Manganese transport in via permease (no H+)",0
EX_3hpp_e,"3-Hydroxypropanoate exchange",0
O16A4COLIPAabctex,"O16 antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)",0
